relation_type,source_id,target_id,weight,source_book,page,evidence
COVERS,E00001,E37380,1,船舶电气设备维修指南,118,"如系波轮轴与轴承之间润滑不良,可从波轮轴下的加油孔加油(3)更换橡胶垫或减震弹簧6脱水桶运行不正常(3)电动机减震装置失效,可能是橡胶垫老化,或减震弹簧锈蚀失去弹性(4)皮带轮、电机底板、箱体后盖板等处的紧固螺丝松动或箱体变形(4)拧紧螺丝,修复变形(5)检修开关触头或活动栓(6)与洗涤定时器故障类似,参阅本表第1条第(3)项7脱水桶运行时有异常噪声(1)脱水桶盖微动开关接触不良(2)脱水定时器故"
COVERS,E00001,E37385,1,船舶电气设备维修指南,118,"如效果不好,可更换减震弹簧(2)更换弹簧(3)拧紧防松螺母(4)检修制动鼓,调整间隙(5)减少衣物,改善放置方式9洗衣机漏水(1)排水管老化开裂或四周阀门连接不紧密(2)排水阀拉带太紧,或排水阀中有杂物(3)波轮轴密封损坏,使密封圈与轴不能紧密配合(1)更换排水管,管口连接处可用胶水粘牢(2)适当放松拉带,清除杂物(3)更换密封圈10洗衣机漏电(1)定时器或程序开关受潮漏电(2)电机受潮使机壳带电"
COVERS,E00001,E37386,1,船舶电气设备维修指南,118,"如效果不好,可更换减震弹簧(2)更换弹簧(3)拧紧防松螺母(4)检修制动鼓,调整间隙(5)减少衣物,改善放置方式9洗衣机漏水(1)排水管老化开裂或四周阀门连接不紧密(2)排水阀拉带太紧,或排水阀中有杂物(3)波轮轴密封损坏,使密封圈与轴不能紧密配合(1)更换排水管,管口连接处可用胶水粘牢(2)适当放松拉带,清除杂物(3)更换密封圈10洗衣机漏电(1)定时器或程序开关受潮漏电(2)电机受潮使机壳带电"
COVERS,E00001,E37387,1,船舶电气设备维修指南,118,"如效果不好,可更换减震弹簧(2)更换弹簧(3)拧紧防松螺母(4)检修制动鼓,调整间隙(5)减少衣物,改善放置方式9洗衣机漏水(1)排水管老化开裂或四周阀门连接不紧密(2)排水阀拉带太紧,或排水阀中有杂物(3)波轮轴密封损坏,使密封圈与轴不能紧密配合(1)更换排水管,管口连接处可用胶水粘牢(2)适当放松拉带,清除杂物(3)更换密封圈10洗衣机漏电(1)定时器或程序开关受潮漏电(2)电机受潮使机壳带电"
COVERS,E00001,E44415,2,船舶电气设备维修指南,118,"如效果不好,可更换减震弹簧(2)更换弹簧(3)拧紧防松螺母(4)检修制动鼓,调整间隙(5)减少衣物,改善放置方式9洗衣机漏水(1)排水管老化开裂或四周阀门连接不紧密(2)排水阀拉带太紧,或排水阀中有杂物(3)波轮轴密封损坏,使密封圈与轴不能紧密配合(1)更换排水管,管口连接处可用胶水粘牢(2)适当放松拉带,清除杂物(3)更换密封圈10洗衣机漏电(1)定时器或程序开关受潮漏电(2)电机受潮使机壳带电"
COVERS,E00001,E44416,1,船舶电气设备维修指南,118,"如效果不好,可更换减震弹簧(2)更换弹簧(3)拧紧防松螺母(4)检修制动鼓,调整间隙(5)减少衣物,改善放置方式9洗衣机漏水(1)排水管老化开裂或四周阀门连接不紧密(2)排水阀拉带太紧,或排水阀中有杂物(3)波轮轴密封损坏,使密封圈与轴不能紧密配合(1)更换排水管,管口连接处可用胶水粘牢(2)适当放松拉带,清除杂物(3)更换密封圈10洗衣机漏电(1)定时器或程序开关受潮漏电(2)电机受潮使机壳带电"
COVERS,E00001,E43840,1,船舶电气设备维修指南,118,"如效果不好,可更换减震弹簧(2)更换弹簧(3)拧紧防松螺母(4)检修制动鼓,调整间隙(5)减少衣物,改善放置方式9洗衣机漏水(1)排水管老化开裂或四周阀门连接不紧密(2)排水阀拉带太紧,或排水阀中有杂物(3)波轮轴密封损坏,使密封圈与轴不能紧密配合(1)更换排水管,管口连接处可用胶水粘牢(2)适当放松拉带,清除杂物(3)更换密封圈10洗衣机漏电(1)定时器或程序开关受潮漏电(2)电机受潮使机壳带电"
COVERS,E00001,E07483,1,船舶电气设备维修指南,120,"序号故障现象可能原因处理方法1通电后电动机不起动,且无响声(1)电源熔丝烧断(2)电源插头插座接触不良或内部断线(3)电源电压偏低,低于额定电压的15%(1)查明原因后更换熔丝(2)检查修复,必要时更换(4)起动继电器线圈损坏或触头接触不良(5)温度控制器断或在“停点”位置(6)热继电器没有复位或热元件断路(7)电动机绕组损坏(8)电动机引线断路(9)化霜器损坏(10)误操作按下化霜按钮(11)电"
COVERS,E00001,E07484,2,船舶电气设备维修指南,120,"序号故障现象可能原因处理方法1通电后电动机不起动,且无响声(1)电源熔丝烧断(2)电源插头插座接触不良或内部断线(3)电源电压偏低,低于额定电压的15%(1)查明原因后更换熔丝(2)检查修复,必要时更换(4)起动继电器线圈损坏或触头接触不良(5)温度控制器断或在“停点”位置(6)热继电器没有复位或热元件断路(7)电动机绕组损坏(8)电动机引线断路(9)化霜器损坏(10)误操作按下化霜按钮(11)电"
COVERS,E00001,E07485,5,船舶电气设备维修指南,120,"序号故障现象可能原因处理方法1通电后电动机不起动,且无响声(1)电源熔丝烧断(2)电源插头插座接触不良或内部断线(3)电源电压偏低,低于额定电压的15%(1)查明原因后更换熔丝(2)检查修复,必要时更换(4)起动继电器线圈损坏或触头接触不良(5)温度控制器断或在“停点”位置(6)热继电器没有复位或热元件断路(7)电动机绕组损坏(8)电动机引线断路(9)化霜器损坏(10)误操作按下化霜按钮(11)电"
COVERS,E00001,E07486,1,船舶电气设备维修指南,120,"序号故障现象可能原因处理方法1通电后电动机不起动,且无响声(1)电源熔丝烧断(2)电源插头插座接触不良或内部断线(3)电源电压偏低,低于额定电压的15%(1)查明原因后更换熔丝(2)检查修复,必要时更换(4)起动继电器线圈损坏或触头接触不良(5)温度控制器断或在“停点”位置(6)热继电器没有复位或热元件断路(7)电动机绕组损坏(8)电动机引线断路(9)化霜器损坏(10)误操作按下化霜按钮(11)电"
COVERS,E00001,E07489,1,船舶电气设备维修指南,120,"序号故障现象可能原因处理方法1通电后电动机不起动,且无响声(1)电源熔丝烧断(2)电源插头插座接触不良或内部断线(3)电源电压偏低,低于额定电压的15%(1)查明原因后更换熔丝(2)检查修复,必要时更换(4)起动继电器线圈损坏或触头接触不良(5)温度控制器断或在“停点”位置(6)热继电器没有复位或热元件断路(7)电动机绕组损坏(8)电动机引线断路(9)化霜器损坏(10)误操作按下化霜按钮(11)电"
COVERS,E00001,E07494,1,船舶电气设备维修指南,120,"序号故障现象可能原因处理方法1通电后电动机不起动,且无响声(1)电源熔丝烧断(2)电源插头插座接触不良或内部断线(3)电源电压偏低,低于额定电压的15%(1)查明原因后更换熔丝(2)检查修复,必要时更换(4)起动继电器线圈损坏或触头接触不良(5)温度控制器断或在“停点”位置(6)热继电器没有复位或热元件断路(7)电动机绕组损坏(8)电动机引线断路(9)化霜器损坏(10)误操作按下化霜按钮(11)电"
COVERS,E00001,E37393,1,船舶电气设备维修指南,120,"序号故障现象可能原因处理方法1通电后电动机不起动,且无响声(1)电源熔丝烧断(2)电源插头插座接触不良或内部断线(3)电源电压偏低,低于额定电压的15%(1)查明原因后更换熔丝(2)检查修复,必要时更换(4)起动继电器线圈损坏或触头接触不良(5)温度控制器断或在“停点”位置(6)热继电器没有复位或热元件断路(7)电动机绕组损坏(8)电动机引线断路(9)化霜器损坏(10)误操作按下化霜按钮(11)电"
COVERS,E00001,E37395,1,船舶电气设备维修指南,120,"序号故障现象可能原因处理方法1通电后电动机不起动,且无响声(1)电源熔丝烧断(2)电源插头插座接触不良或内部断线(3)电源电压偏低,低于额定电压的15%(1)查明原因后更换熔丝(2)检查修复,必要时更换(4)起动继电器线圈损坏或触头接触不良(5)温度控制器断或在“停点”位置(6)热继电器没有复位或热元件断路(7)电动机绕组损坏(8)电动机引线断路(9)化霜器损坏(10)误操作按下化霜按钮(11)电"
COVERS,E00001,E37396,1,船舶电气设备维修指南,120,"序号故障现象可能原因处理方法1通电后电动机不起动,且无响声(1)电源熔丝烧断(2)电源插头插座接触不良或内部断线(3)电源电压偏低,低于额定电压的15%(1)查明原因后更换熔丝(2)检查修复,必要时更换(4)起动继电器线圈损坏或触头接触不良(5)温度控制器断或在“停点”位置(6)热继电器没有复位或热元件断路(7)电动机绕组损坏(8)电动机引线断路(9)化霜器损坏(10)误操作按下化霜按钮(11)电"
COVERS,E00001,E37397,1,船舶电气设备维修指南,120,"序号故障现象可能原因处理方法1通电后电动机不起动,且无响声(1)电源熔丝烧断(2)电源插头插座接触不良或内部断线(3)电源电压偏低,低于额定电压的15%(1)查明原因后更换熔丝(2)检查修复,必要时更换(4)起动继电器线圈损坏或触头接触不良(5)温度控制器断或在“停点”位置(6)热继电器没有复位或热元件断路(7)电动机绕组损坏(8)电动机引线断路(9)化霜器损坏(10)误操作按下化霜按钮(11)电"
COVERS,E00001,E37398,1,船舶电气设备维修指南,120,"序号故障现象可能原因处理方法1通电后电动机不起动,且无响声(1)电源熔丝烧断(2)电源插头插座接触不良或内部断线(3)电源电压偏低,低于额定电压的15%(1)查明原因后更换熔丝(2)检查修复,必要时更换(4)起动继电器线圈损坏或触头接触不良(5)温度控制器断或在“停点”位置(6)热继电器没有复位或热元件断路(7)电动机绕组损坏(8)电动机引线断路(9)化霜器损坏(10)误操作按下化霜按钮(11)电"
COVERS,E00001,E37400,1,船舶电气设备维修指南,120,"序号故障现象可能原因处理方法1通电后电动机不起动,且无响声(1)电源熔丝烧断(2)电源插头插座接触不良或内部断线(3)电源电压偏低,低于额定电压的15%(1)查明原因后更换熔丝(2)检查修复,必要时更换(4)起动继电器线圈损坏或触头接触不良(5)温度控制器断或在“停点”位置(6)热继电器没有复位或热元件断路(7)电动机绕组损坏(8)电动机引线断路(9)化霜器损坏(10)误操作按下化霜按钮(11)电"
COVERS,E00001,E37402,1,船舶电气设备维修指南,120,"序号故障现象可能原因处理方法1通电后电动机不起动,且无响声(1)电源熔丝烧断(2)电源插头插座接触不良或内部断线(3)电源电压偏低,低于额定电压的15%(1)查明原因后更换熔丝(2)检查修复,必要时更换(4)起动继电器线圈损坏或触头接触不良(5)温度控制器断或在“停点”位置(6)热继电器没有复位或热元件断路(7)电动机绕组损坏(8)电动机引线断路(9)化霜器损坏(10)误操作按下化霜按钮(11)电"
COVERS,E00001,E44428,5,船舶电气设备维修指南,120,"序号故障现象可能原因处理方法1通电后电动机不起动,且无响声(1)电源熔丝烧断(2)电源插头插座接触不良或内部断线(3)电源电压偏低,低于额定电压的15%(1)查明原因后更换熔丝(2)检查修复,必要时更换(4)起动继电器线圈损坏或触头接触不良(5)温度控制器断或在“停点”位置(6)热继电器没有复位或热元件断路(7)电动机绕组损坏(8)电动机引线断路(9)化霜器损坏(10)误操作按下化霜按钮(11)电"
COVERS,E00001,E43841,3,船舶电气设备维修指南,120,"序号故障现象可能原因处理方法1通电后电动机不起动,且无响声(1)电源熔丝烧断(2)电源插头插座接触不良或内部断线(3)电源电压偏低,低于额定电压的15%(1)查明原因后更换熔丝(2)检查修复,必要时更换(4)起动继电器线圈损坏或触头接触不良(5)温度控制器断或在“停点”位置(6)热继电器没有复位或热元件断路(7)电动机绕组损坏(8)电动机引线断路(9)化霜器损坏(10)误操作按下化霜按钮(11)电"
COVERS,E00001,E07500,3,船舶电气设备维修指南,121,"序号故障现象可能原因处理方法3电动机起动频繁(1)温度控制器通断温差过小(1)检修温度控制器,修理方法是:1调整温度控制器通断温差,例如WSF型温控器,逆时针旋转温差调节螺钉可增加其通断温差,反之缩小"
COVERS,E00001,E44429,3,船舶电气设备维修指南,121,"序号故障现象可能原因处理方法3电动机起动频繁(1)温度控制器通断温差过小(1)检修温度控制器,修理方法是:1调整温度控制器通断温差,例如WSF型温控器,逆时针旋转温差调节螺钉可增加其通断温差,反之缩小"
COVERS,E00001,E37405,2,船舶电气设备维修指南,121,"螺钉旋转一周大约变化4°C温差,可在6-15°C温差范围内进行调整2感温管加塑料套管或与蒸发器接触表面之间加上塑料垫片,以增加热阻3更换温度控制器(2)稳温点选择不合适特性相匹配(3)开机时间过短时可适当放松感温管卡,停机时间过短时则应装紧感温管(4)缩短感温管长度可适当延长开机时间(5)修补门缝隙或更换磁性门封条(6)更换良好保温层材料(7)修复或更换(8)检修或更换触头4电动机运转时间过长或运"
COVERS,E00001,E37406,1,船舶电气设备维修指南,121,"螺钉旋转一周大约变化4°C温差,可在6-15°C温差范围内进行调整2感温管加塑料套管或与蒸发器接触表面之间加上塑料垫片,以增加热阻3更换温度控制器(2)稳温点选择不合适特性相匹配(3)开机时间过短时可适当放松感温管卡,停机时间过短时则应装紧感温管(4)缩短感温管长度可适当延长开机时间(5)修补门缝隙或更换磁性门封条(6)更换良好保温层材料(7)修复或更换(8)检修或更换触头4电动机运转时间过长或运"
COVERS,E00001,E43257,2,船舶电气设备维修指南,121,"螺钉旋转一周大约变化4°C温差,可在6-15°C温差范围内进行调整2感温管加塑料套管或与蒸发器接触表面之间加上塑料垫片,以增加热阻3更换温度控制器(2)稳温点选择不合适特性相匹配(3)开机时间过短时可适当放松感温管卡,停机时间过短时则应装紧感温管(4)缩短感温管长度可适当延长开机时间(5)修补门缝隙或更换磁性门封条(6)更换良好保温层材料(7)修复或更换(8)检修或更换触头4电动机运转时间过长或运"
COVERS,E00001,E44435,1,船舶电气设备维修指南,121,"修补漏处;更换过滤器;二次抽真空后,充注适量制冷剂(2)清洗管道,去除堵物;更换过滤器;二次抽真空后重注适量制冷剂(3)从“不停”或“强冷”位置调到正常使用位置(4)感温管尾部移至蒸发器上夹持固定(5)温控器旋扭从“停”到“最冷”挡位反复旋转几次可恢复正常,否则检修更换新配件(6)清除冰箱(7)温度控制器断开温度过低(1)检修温度控制器,修理方法是:1调整温度控制器通断温差,例如WSF型温控器,逆"
COVERS,E00001,E37410,1,船舶电气设备维修指南,121,"螺钉旋转一周大约变化4°C温差,可在6-15°C温差范围内进行调整2感温管加塑料套管或与蒸发器接触表面之间加上塑料垫片,以增加热阻3更换温度控制器(2)稳温点选择不合适特性相匹配(3)开机时间过短时可适当放松感温管卡,停机时间过短时则应装紧感温管(4)缩短感温管长度可适当延长开机时间(5)修补门缝隙或更换磁性门封条(6)更换良好保温层材料(7)修复或更换(8)检修或更换触头5电动机起动、运行中突然"
COVERS,E00001,E49211,1,船舶电气设备维修指南,121,"螺钉旋转一周大约变化4°C温差,可在6-15°C温差范围内进行调整2感温管加塑料套管或与蒸发器接触表面之间加上塑料垫片,以增加热阻3更换温度控制器(2)稳温点选择不合适特性相匹配(3)开机时间过短时可适当放松感温管卡,停机时间过短时则应装紧感温管(4)缩短感温管长度可适当延长开机时间(5)修补门缝隙或更换磁性门封条(6)更换良好保温层材料(7)修复或更换(8)检修或更换触头5电动机起动、运行中突然"
COVERS,E00001,E07517,2,船舶电气设备维修指南,122,"序号故障现象可能原因处理方法6电动机及箱体漏电(1)电动机绕组绝缘损坏(2)温度控制器绝缘损坏或性能降低(3)电气控制线路绝缘损坏(4)感应漏电或无可靠的接地线或接地线断开(1)检修、重绕或更换压缩机(2)更换温度控制器(3)检查故障点,加强绝缘,必要时更换(4)接好地线7照明灯长亮或不亮(1)灯开关损坏(2)灯座接触不良、生锈,灯泡烧坏,电路断线或松动(1)检修灯开或更换(2)检修线路,更换灯座"
COVERS,E00001,E07520,1,船舶电气设备维修指南,122,"序号故障现象可能原因处理方法6电动机及箱体漏电(1)电动机绕组绝缘损坏(2)温度控制器绝缘损坏或性能降低(3)电气控制线路绝缘损坏(4)感应漏电或无可靠的接地线或接地线断开(1)检修、重绕或更换压缩机(2)更换温度控制器(3)检查故障点,加强绝缘,必要时更换(4)接好地线7照明灯长亮或不亮(1)灯开关损坏(2)灯座接触不良、生锈,灯泡烧坏,电路断线或松动(1)检修灯开或更换(2)检修线路,更换灯座"
COVERS,E00001,E07527,1,船舶电气设备维修指南,122,"序号故障现象可能原因处理方法6电动机及箱体漏电(1)电动机绕组绝缘损坏(2)温度控制器绝缘损坏或性能降低(3)电气控制线路绝缘损坏(4)感应漏电或无可靠的接地线或接地线断开(1)检修、重绕或更换压缩机(2)更换温度控制器(3)检查故障点,加强绝缘,必要时更换(4)接好地线7照明灯长亮或不亮(1)灯开关损坏(2)灯座接触不良、生锈,灯泡烧坏,电路断线或松动(1)检修灯开或更换(2)检修线路,更换灯座"
COVERS,E00001,E07536,1,船舶电气设备维修指南,122,"序号故障现象可能原因处理方法6电动机及箱体漏电(1)电动机绕组绝缘损坏(2)温度控制器绝缘损坏或性能降低(3)电气控制线路绝缘损坏(4)感应漏电或无可靠的接地线或接地线断开(1)检修、重绕或更换压缩机(2)更换温度控制器(3)检查故障点,加强绝缘,必要时更换(4)接好地线7照明灯长亮或不亮(1)灯开关损坏(2)灯座接触不良、生锈,灯泡烧坏,电路断线或松动(1)检修灯开或更换(2)检修线路,更换灯座"
COVERS,E00001,E37414,1,船舶电气设备维修指南,122,"序号故障现象可能原因处理方法6电动机及箱体漏电(1)电动机绕组绝缘损坏(2)温度控制器绝缘损坏或性能降低(3)电气控制线路绝缘损坏(4)感应漏电或无可靠的接地线或接地线断开(1)检修、重绕或更换压缩机(2)更换温度控制器(3)检查故障点,加强绝缘,必要时更换(4)接好地线7照明灯长亮或不亮(1)灯开关损坏(2)灯座接触不良、生锈,灯泡烧坏,电路断线或松动(1)检修灯开或更换(2)检修线路,更换灯座"
COVERS,E00001,E37415,1,船舶电气设备维修指南,122,"序号故障现象可能原因处理方法6电动机及箱体漏电(1)电动机绕组绝缘损坏(2)温度控制器绝缘损坏或性能降低(3)电气控制线路绝缘损坏(4)感应漏电或无可靠的接地线或接地线断开(1)检修、重绕或更换压缩机(2)更换温度控制器(3)检查故障点,加强绝缘,必要时更换(4)接好地线7照明灯长亮或不亮(1)灯开关损坏(2)灯座接触不良、生锈,灯泡烧坏,电路断线或松动(1)检修灯开或更换(2)检修线路,更换灯座"
COVERS,E00001,E37416,1,船舶电气设备维修指南,122,"序号故障现象可能原因处理方法6电动机及箱体漏电(1)电动机绕组绝缘损坏(2)温度控制器绝缘损坏或性能降低(3)电气控制线路绝缘损坏(4)感应漏电或无可靠的接地线或接地线断开(1)检修、重绕或更换压缩机(2)更换温度控制器(3)检查故障点,加强绝缘,必要时更换(4)接好地线7照明灯长亮或不亮(1)灯开关损坏(2)灯座接触不良、生锈,灯泡烧坏,电路断线或松动(1)检修灯开或更换(2)检修线路,更换灯座"
COVERS,E00001,E37417,1,船舶电气设备维修指南,122,"序号故障现象可能原因处理方法6电动机及箱体漏电(1)电动机绕组绝缘损坏(2)温度控制器绝缘损坏或性能降低(3)电气控制线路绝缘损坏(4)感应漏电或无可靠的接地线或接地线断开(1)检修、重绕或更换压缩机(2)更换温度控制器(3)检查故障点,加强绝缘,必要时更换(4)接好地线7照明灯长亮或不亮(1)灯开关损坏(2)灯座接触不良、生锈,灯泡烧坏,电路断线或松动(1)检修灯开或更换(2)检修线路,更换灯座"
COVERS,E00001,E37418,1,船舶电气设备维修指南,122,"序号故障现象可能原因处理方法6电动机及箱体漏电(1)电动机绕组绝缘损坏(2)温度控制器绝缘损坏或性能降低(3)电气控制线路绝缘损坏(4)感应漏电或无可靠的接地线或接地线断开(1)检修、重绕或更换压缩机(2)更换温度控制器(3)检查故障点,加强绝缘,必要时更换(4)接好地线7照明灯长亮或不亮(1)灯开关损坏(2)灯座接触不良、生锈,灯泡烧坏,电路断线或松动(1)检修灯开或更换(2)检修线路,更换灯座"
COVERS,E00001,E37419,1,船舶电气设备维修指南,122,"序号故障现象可能原因处理方法6电动机及箱体漏电(1)电动机绕组绝缘损坏(2)温度控制器绝缘损坏或性能降低(3)电气控制线路绝缘损坏(4)感应漏电或无可靠的接地线或接地线断开(1)检修、重绕或更换压缩机(2)更换温度控制器(3)检查故障点,加强绝缘,必要时更换(4)接好地线7照明灯长亮或不亮(1)灯开关损坏(2)灯座接触不良、生锈,灯泡烧坏,电路断线或松动(1)检修灯开或更换(2)检修线路,更换灯座"
COVERS,E00001,E37421,1,船舶电气设备维修指南,122,"序号故障现象可能原因处理方法6电动机及箱体漏电(1)电动机绕组绝缘损坏(2)温度控制器绝缘损坏或性能降低(3)电气控制线路绝缘损坏(4)感应漏电或无可靠的接地线或接地线断开(1)检修、重绕或更换压缩机(2)更换温度控制器(3)检查故障点,加强绝缘,必要时更换(4)接好地线7照明灯长亮或不亮(1)灯开关损坏(2)灯座接触不良、生锈,灯泡烧坏,电路断线或松动(1)检修灯开或更换(2)检修线路,更换灯座"
COVERS,E00001,E37422,1,船舶电气设备维修指南,122,"序号故障现象可能原因处理方法6电动机及箱体漏电(1)电动机绕组绝缘损坏(2)温度控制器绝缘损坏或性能降低(3)电气控制线路绝缘损坏(4)感应漏电或无可靠的接地线或接地线断开(1)检修、重绕或更换压缩机(2)更换温度控制器(3)检查故障点,加强绝缘,必要时更换(4)接好地线7照明灯长亮或不亮(1)灯开关损坏(2)灯座接触不良、生锈,灯泡烧坏,电路断线或松动(1)检修灯开或更换(2)检修线路,更换灯座"
COVERS,E00001,E37426,1,船舶电气设备维修指南,122,"序号故障现象可能原因处理方法6电动机及箱体漏电(1)电动机绕组绝缘损坏(2)温度控制器绝缘损坏或性能降低(3)电气控制线路绝缘损坏(4)感应漏电或无可靠的接地线或接地线断开(1)检修、重绕或更换压缩机(2)更换温度控制器(3)检查故障点,加强绝缘,必要时更换(4)接好地线7照明灯长亮或不亮(1)灯开关损坏(2)灯座接触不良、生锈,灯泡烧坏,电路断线或松动(1)检修灯开或更换(2)检修线路,更换灯座"
COVERS,E00001,E44446,1,船舶电气设备维修指南,122,"序号故障现象可能原因处理方法6电动机及箱体漏电(1)电动机绕组绝缘损坏(2)温度控制器绝缘损坏或性能降低(3)电气控制线路绝缘损坏(4)感应漏电或无可靠的接地线或接地线断开(1)检修、重绕或更换压缩机(2)更换温度控制器(3)检查故障点,加强绝缘,必要时更换(4)接好地线7照明灯长亮或不亮(1)灯开关损坏(2)灯座接触不良、生锈,灯泡烧坏,电路断线或松动(1)检修灯开或更换(2)检修线路,更换灯座"
COVERS,E00001,E44452,1,船舶电气设备维修指南,122,"序号故障现象可能原因处理方法6电动机及箱体漏电(1)电动机绕组绝缘损坏(2)温度控制器绝缘损坏或性能降低(3)电气控制线路绝缘损坏(4)感应漏电或无可靠的接地线或接地线断开(1)检修、重绕或更换压缩机(2)更换温度控制器(3)检查故障点,加强绝缘,必要时更换(4)接好地线7照明灯长亮或不亮(1)灯开关损坏(2)灯座接触不良、生锈,灯泡烧坏,电路断线或松动(1)检修灯开或更换(2)检修线路,更换灯座"
COVERS,E00001,E44454,1,船舶电气设备维修指南,122,"序号故障现象可能原因处理方法6电动机及箱体漏电(1)电动机绕组绝缘损坏(2)温度控制器绝缘损坏或性能降低(3)电气控制线路绝缘损坏(4)感应漏电或无可靠的接地线或接地线断开(1)检修、重绕或更换压缩机(2)更换温度控制器(3)检查故障点,加强绝缘,必要时更换(4)接好地线7照明灯长亮或不亮(1)灯开关损坏(2)灯座接触不良、生锈,灯泡烧坏,电路断线或松动(1)检修灯开或更换(2)检修线路,更换灯座"
COVERS,E00001,E44456,1,船舶电气设备维修指南,122,"序号故障现象可能原因处理方法6电动机及箱体漏电(1)电动机绕组绝缘损坏(2)温度控制器绝缘损坏或性能降低(3)电气控制线路绝缘损坏(4)感应漏电或无可靠的接地线或接地线断开(1)检修、重绕或更换压缩机(2)更换温度控制器(3)检查故障点,加强绝缘,必要时更换(4)接好地线7照明灯长亮或不亮(1)灯开关损坏(2)灯座接触不良、生锈,灯泡烧坏,电路断线或松动(1)检修灯开或更换(2)检修线路,更换灯座"
COVERS,E00001,E44465,1,船舶电气设备维修指南,123,"绕组通地的检查方法与电动机定子绕组接地的检查方法相似,用校验灯或$500V$兆欧表测量绕组绝缘电阻"
COVERS,E00001,E07559,2,船舶电气设备维修指南,123,"变压器绕组断路:一般船用照明变压器绕组的导线较粗,不易发生断路"
COVERS,E00001,E37433,1,船舶电气设备维修指南,123,"变压器绕组断路:一般船用照明变压器绕组的导线较粗,不易发生断路"
COVERS,E00001,E37434,1,船舶电气设备维修指南,123,"变压器绕组断路:一般船用照明变压器绕组的导线较粗,不易发生断路"
COVERS,E00001,E43258,1,船舶电气设备维修指南,123,"变压器绕组断路:一般船用照明变压器绕组的导线较粗,不易发生断路"
COVERS,E00001,E37435,1,船舶电气设备维修指南,123,"变压器绕组短路:绕组匝间短路常见,产生的原因多为导线局部受力使绝缘强度减弱,在电磁力和发热作用下逐渐发展而成"
COVERS,E00001,E43259,1,船舶电气设备维修指南,123,"变压器绕组短路:绕组匝间短路常见,产生的原因多为导线局部受力使绝缘强度减弱,在电磁力和发热作用下逐渐发展而成"
COVERS,E00001,E07635,4,船舶电气设备维修指南,127,"首先,记住初始状态时各逻辑变量的状态,然后,假定某一个指令(主令器的操作,按钮按下,压力开关断开等)发生,看哪一个逻辑代数式运算后为“1”,那表示等号左边的那个控制元件得电"
COVERS,E00001,E37454,1,船舶电气设备维修指南,128,"短路故障的现象比较明显,常常表现为短路点流过电流很大,熔断器烧断或保护电器自动动作,有关监视仪表指示失常,系统报警"
COVERS,E00001,E07693,3,船舶电气设备维修指南,129,"线路发生断路故障表现为:当电源电压正常,电源开关开、闭良好时,合闸或按下通电按钮后,不能接通电源,线路中的电器、电机等不动作,各种灯具不亮"
COVERS,E00001,E43264,1,船舶电气设备维修指南,129,"线路发生断路故障表现为:当电源电压正常,电源开关开、闭良好时,合闸或按下通电按钮后,不能接通电源,线路中的电器、电机等不动作,各种灯具不亮"
COVERS,E00001,E07698,1,船舶电气设备维修指南,129,某些转换开关损坏或接触不良
COVERS,E00001,E37487,1,船舶电气设备维修指南,129,某些转换开关损坏或接触不良
COVERS,E00001,E37493,1,船舶电气设备维修指南,130,"检查前应确认电源电压正常,电源开关没有断路或接触不良的现象"
COVERS,E00001,E07775,4,船舶电气设备维修指南,132,"只有对于容量比较大的异步机,才采用降压起动(如Y—△起动,自耦变压器起动"
COVERS,E00001,E37533,1,船舶电气设备维修指南,134,"常见的故障可分为电机本身故障和控制系统故障两大类,电动机故障按第五章有关章节处理,此处不重复讨论,这里主要讨论控制系统的故障"
COVERS,E00001,E07804,2,船舶电气设备维修指南,134,"常见的故障有:不能起动,起动按钮SBT复位后电动机即停转;起动后运行、电动机突然停转;起动后起动箱内噪声大;指示灯不工作等"
COVERS,E00001,E37536,1,船舶电气设备维修指南,134,"首先要检查FR是否动作,如果电动机发热、过载、FR动作是正常的,应减小负载,使FR复位,重新起动;如果电动机不发热,没有过载迹象,FR动作是不正常,需重新调整FR的整定值或者FR本身损坏,需更换,并重新调节整定值,如果FR没有动作,而电动机突停,就得按(1)“系统不能起动”的故障树来进行检查修理"
COVERS,E00001,E37537,1,船舶电气设备维修指南,134,"首先要检查FR是否动作,如果电动机发热、过载、FR动作是正常的,应减小负载,使FR复位,重新起动;如果电动机不发热,没有过载迹象,FR动作是不正常,需重新调整FR的整定值或者FR本身损坏,需更换,并重新调节整定值,如果FR没有动作,而电动机突停,就得按(1)“系统不能起动”的故障树来进行检查修理"
COVERS,E00001,E07852,2,船舶电气设备维修指南,135,"应该指出的是:故障若在正、反转两种状态都存在,则应检查它们的共同部分,如电源、热继电器、熔断器、停止按钮等"
COVERS,E00001,E43268,3,船舶电气设备维修指南,135,"此外,如果经常直接改变转向,加之对主触头保养不善,常常会造成主触头烧毛、过热、甚至焊死不能断开,在检查时也应加注意"
COVERS,E00001,E07891,1,船舶电气设备维修指南,137,"船舶上使用的多种用途的泵,根据其服务的对象不同可分为两大类:一类是服务于船舶动力装置的泵,如循环水泵、冷却水泵、燃油泵等;一类是服务于船舶系统的泵,如消防泵、压载泵、舱底泵、卫生泵、淡水泵、通用泵等"
COVERS,E00001,E44556,2,船舶电气设备维修指南,137,要定期检查时间继电器、压力继电器的整定值
